Authors,Title,Year,Source title,Cited by,Link,Affiliations,Authors with affiliations,Abstract
"Botion L.M., Brito M.N., Brito N.A., Brito S.R.C., Kettelhut I.C., Migliorini R.H.","Glucose contribution to in vivo synthesis of glyceride-glycerol and fatty acids in rats adapted to a high-protein, carbohydrate-free diet",1998,"Metabolism: Clinical and Experimental",38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031750730&doi=10.1016%2fS0026-0495%2898%2990326-2&partnerID=40&md5=77015b9d10eb7fcc169721585c78000a","Department of Biochemistry, School of Medicine, University of São Paulo, São Paulo, Brazil; Department of Physiological Sciences, State University of Maringa, Paraná, Argentina; Department of Physiology, Institute of Biological Sciences, Fed. Univ. of Minas Gerais, B.H., Brazil; Department of Biochemistry, School of Medicine, 14049-900 Ribeirão Preto, SP, Brazil","Botion, L.M., Department of Biochemistry, School of Medicine, University of São Paulo, São Paulo, Brazil, Department of Physiology, Institute of Biological Sciences, Fed. Univ. of Minas Gerais, B.H., Brazil; Brito, M.N., Department of Biochemistry, School of Medicine, University of São Paulo, São Paulo, Brazil, Department of Physiological Sciences, State University of Maringa, Paraná, Argentina; Brito, N.A., Department of Biochemistry, School of Medicine, University of São Paulo, São Paulo, Brazil, Department of Physiological Sciences, State University of Maringa, Paraná, Argentina; Brito, S.R.C., Department of Biochemistry, School of Medicine, University of São Paulo, São Paulo, Brazil; Kettelhut, I.C., Department of Biochemistry, School of Medicine, University of São Paulo, São Paulo, Brazil; Migliorini, R.H., Department of Biochemistry, School of Medicine, University of São Paulo, São Paulo, Brazil, Department of Biochemistry, School of Medicine, 14049-900 Ribeirão Preto, SP, Brazil","Triacylglycerol (TAG) synthesis from all carbon sources and from glucose carbon was evaluated in rats fed a high-protein, carbohydrate-free (HP) diet or control diet by determining simultaneously in the same animal the rate of incorporation of 3H20 and of 14C-glucose into the two TAG moieties in the carcass, liver, and retroperitoneal and epididymal adipose tissue. Incorporation rates of 3H20 into TAG-fatty acids (FAs) in the two adipose tissues and in liver were reduced in HP rats to about 20% and 50%, respectively, of the rates in control rats. In the two experimental groups, glucose was a poor precursor for FA synthesis, contributing only 22.8% of whole-body (carcass plus liver) total FA synthesis in control rats and even less (14%) in HP rats. In contrast to the reduction in FA synthesis, incorporation of 3H20 into TAG-glycerol in HP rats did not differ significantly or was even higher (in epididymal tissue) versus the control level. In all tissues of both HP and control rats, the rate of 14C-glucose incorporation into TAG-glycerol was much higher than the rate of incorporation into FA. Glyceroneogenesis, estimated by subtracting TAG- glycerol synthesis from glucose from the rate obtained with 3H20, was significantly increased in adipose tissue from HP rats, with almost all of the glycerol formed by this route being used to esterify preformed FAs. It is suggested that the increased adipose tissue glyceroneogenesis is important for esterification of diet-derived FA and preservation of body fat stores in rats adapted to the HP diet."
"Pelissari F.M., Yamashita F., Garcia M.A., Martino M.N., Zaritzky N.E., Grossmann M.V.E.","Constrained mixture design applied to the development of cassava starch-chitosan blown films",2012,"Journal of Food Engineering",36,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053570052&doi=10.1016%2fj.jfoodeng.2011.09.004&partnerID=40&md5=de2f8d97f8ee6b6fb4fb054afea5023c","Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, C.P. 6001, CEP 86051-990, Londrina, PR, Brazil; Centro de Investigación y Desarrollo en Criotecnología de Alimentos (CIDCA), CONICET, Universidad Nacional de la Plata, 47 y 116, La Plata 1900, Buenos Aires, Argentina; Departamento de Ingeniería Química, Facultad de Ingeniería, Universidad Nacional de la Plata, 47 y 116, La Plata 1900, Buenos Aires, Argentina","Pelissari, F.M., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, C.P. 6001, CEP 86051-990, Londrina, PR, Brazil; Yamashita, F., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, C.P. 6001, CEP 86051-990, Londrina, PR, Brazil; Garcia, M.A., Centro de Investigación y Desarrollo en Criotecnología de Alimentos (CIDCA), CONICET, Universidad Nacional de la Plata, 47 y 116, La Plata 1900, Buenos Aires, Argentina; Martino, M.N., Centro de Investigación y Desarrollo en Criotecnología de Alimentos (CIDCA), CONICET, Universidad Nacional de la Plata, 47 y 116, La Plata 1900, Buenos Aires, Argentina, Departamento de Ingeniería Química, Facultad de Ingeniería, Universidad Nacional de la Plata, 47 y 116, La Plata 1900, Buenos Aires, Argentina; Zaritzky, N.E., Centro de Investigación y Desarrollo en Criotecnología de Alimentos (CIDCA), CONICET, Universidad Nacional de la Plata, 47 y 116, La Plata 1900, Buenos Aires, Argentina, Departamento de Ingeniería Química, Facultad de Ingeniería, Universidad Nacional de la Plata, 47 y 116, La Plata 1900, Buenos Aires, Argentina; Grossmann, M.V.E., Departamento de Ciência e Tecnologia de Alimentos, Centro de Ciências Agrárias, Universidade Estadual de Londrina, C.P. 6001, CEP 86051-990, Londrina, PR, Brazil","Films composed of cassava starch, chitosan and glycerol were produced by blown extrusion and employing a design for constrained surfaces and mixtures. The effects of the components of the mixture on the mechanical properties, water vapor permeability (WVP) and opacity of the films were studied. According to the models generated by the design, the concentration of starch had a positive effect in all properties. The plasticizer glycerol and its interactions with other components had a positive effect on increasing the WVP. The presence of a higher relative concentration of chitosan favored the formation of more rigid and opaque and less permeable films. In general, the concentrations of starch, chitosan and glycerol led to changes in the film properties, potentially affecting their performance. The design for constrained surfaces and mixtures proved to be a useful tool for this type of study due to the complexity of the conditions of film formation. © 2011 Elsevier Ltd. All rights reserved."
"Gomes M.C.S., Arroyo P.A., Pereira N.C.","Biodiesel production from degummed soybean oil and glycerol removal using ceramic membrane",2011,"Journal of Membrane Science",35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959958119&doi=10.1016%2fj.memsci.2011.05.033&partnerID=40&md5=8591000558b0be1bb1deadab89c5ae62","Department of Chemical Engineering, State University of Maringá, Av. Colombo 5790. Bloco D90, CEP 87020-900 Maringá. PR, Brazil","Gomes, M.C.S., Department of Chemical Engineering, State University of Maringá, Av. Colombo 5790. Bloco D90, CEP 87020-900 Maringá. PR, Brazil; Arroyo, P.A., Department of Chemical Engineering, State University of Maringá, Av. Colombo 5790. Bloco D90, CEP 87020-900 Maringá. PR, Brazil; Pereira, N.C., Department of Chemical Engineering, State University of Maringá, Av. Colombo 5790. Bloco D90, CEP 87020-900 Maringá. PR, Brazil","In the present study, biodiesel was produced by ethylic transesterification of degummed soybean oil using sodium hydroxide as a catalyst. The influence of temperature and oil:alcohol molar ratio was evaluated using experiment factorial design and response surface methodology. According to the results, the maximum yields of esters were obtained when the temperature was lower than 40 °C and the oil:alcohol molar ratio was higher than 1:7. A membrane separation process was used to separate glycerol from biodiesel after transesterification. The reaction mixture was directly microfiltered after the addition of acidified water without previous settling. Microfiltration runs were performed in batch mode using a 0.2-μm ceramic membrane at 1.0, 2.0, and 3.0. bar transmembrane pressures. Membrane performance was evaluated based on the capacity of glycerol retention and on the permeate flux values. The results showed that the water concentration added to the mixture plays an important role in glycerol separation, as well as in the permeate flux, according to the proposed glycerol separation mechanism using ceramic membrane. The use of filtration with ceramic membrane was efficient to remove glycerol from biodiesel, and the permeates obtained for all conditions showed free glycerol values lower than 0.02%, which is the maximum specification limit. © 2011 Elsevier B.V."
"Galdeano M.C., Grossmann M.V.E., Mali S., Bello-Perez L.A., Garcia M.A., Zamudio-Flores P.B.","Effects of production process and plasticizers on stability of films and sheets of oat starch",2009,"Materials Science and Engineering C",35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-59649095438&doi=10.1016%2fj.msec.2008.08.031&partnerID=40&md5=49b8ac277064367b654b24d6e9385b98","Departamento de Ciência e Tecnologia de Alimentos, CCA, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil; Departamento de Bioquímica e Biotecnologia, CCE, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil; CEPROBI, Instituto Politecnico Nacional, PO BOX 62731, Yautepec, MO, Mexico; Departamento de Ingenieria Química, Facultad de Ingenieria (UNLP), 47 y 116, La Plata, 1900, Argentina; Centro de Investigación y Desarrollo en Criotecnologia de Alimentos (CIDCA), CONICET, Universidad Nacional de La Plata, Argentina","Galdeano, M.C., Departamento de Ciência e Tecnologia de Alimentos, CCA, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil; Grossmann, M.V.E., Departamento de Ciência e Tecnologia de Alimentos, CCA, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil; Mali, S., Departamento de Bioquímica e Biotecnologia, CCE, Universidade Estadual de Londrina, Caixa Postal 6001, 86051-990 Londrina, PR, Brazil; Bello-Perez, L.A., CEPROBI, Instituto Politecnico Nacional, PO BOX 62731, Yautepec, MO, Mexico; Garcia, M.A., Departamento de Ingenieria Química, Facultad de Ingenieria (UNLP), 47 y 116, La Plata, 1900, Argentina, Centro de Investigación y Desarrollo en Criotecnologia de Alimentos (CIDCA), CONICET, Universidad Nacional de La Plata, Argentina; Zamudio-Flores, P.B., CEPROBI, Instituto Politecnico Nacional, PO BOX 62731, Yautepec, MO, Mexico","The main disadvantage of biodegradable starch-based films is their hydrophilic character, which leads to low stability when these materials are submitted to different environmental conditions. The higher lipid content (1.36%) of oat starch compared to other traditional starches could impart more hydrophobic characteristics to its films, thereby increasing stability. The objective of this work was to investigate the behavior of oat starch films (produced by casting) and sheets (produced by extrusion), plasticized with urea, glycerol or sorbitol, and conditioned at 11, 57, 76 and 90% relative humidity (RH). In general, the increase of RH results in a decrease of stress and an increase of strain at break, independent of the type of plasticizer. The Tg of materials plasticized with polyols was similar. The extruded sheets were more permeable to water vapor than the casted films. Films containing urea presented a relative crystallinity (5.14%) four times lower when compared with the other films, but the same behavior was not observed for sheets. The lipid content of oat starch was not high enough to avoid altering of mechanical properties as a function of RH. When the two processes (casting and extrusion) applied for materials production were compared, similar trends were observed on the final effects. © 2008 Elsevier B.V. All rights reserved."
"Brito M.N., Brito N.A., Brito S.R.C., Moura M.A.F., Kawashita N.H., Kettelhut I.C., Migliorini R.H.","Brown adipose tissue triacylglycerol synthesis in rats adapted to a high-protein, carbohydrate-free diet",1999,"American Journal of Physiology - Regulatory Integrative and Comparative Physiology",35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032929228&partnerID=40&md5=d5eae9dffceeb202b61fb6db3a537cdc","Depts. of Biochem. and Physiology, School of Medicine, University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil; Dept. of Morphophysiological Sci., State University of Maringá, 87020-900 Maringá-PR, Brazil; Dept. of Biochemistry, School of Medicine, USP, 14049-900 Ribeirõ Preto-SP, Brazil","Brito, M.N., Depts. of Biochem. and Physiology, School of Medicine, University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil, Dept. of Morphophysiological Sci., State University of Maringá, 87020-900 Maringá-PR, Brazil; Brito, N.A., Depts. of Biochem. and Physiology, School of Medicine, University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil, Dept. of Morphophysiological Sci., State University of Maringá, 87020-900 Maringá-PR, Brazil; Brito, S.R.C., Depts. of Biochem. and Physiology, School of Medicine, University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil; Moura, M.A.F., Depts. of Biochem. and Physiology, School of Medicine, University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil; Kawashita, N.H., Depts. of Biochem. and Physiology, School of Medicine, University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil; Kettelhut, I.C., Depts. of Biochem. and Physiology, School of Medicine, University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil; Migliorini, R.H., Depts. of Biochem. and Physiology, School of Medicine, University of São Paulo, Ribeirão Preto, 14049-900 SP, Brazil, Dept. of Biochemistry, School of Medicine, USP, 14049-900 Ribeirõ Preto-SP, Brazil","Adaptation of rats to a high-protein, carbohydrate-free (HP) diet induced a marked reduction of brown adipose tissue (BAT) fatty acid (FA) synthesis from both 3H2O and [14C]glucose in vivo, with pronounced decreases in the activities of four enzymes associated with lipogenesis: glucose-6-phosphate dehydrogenase, malic enzyme, citrate lyase, and acetyl- CoA carboxylase. In both HP-adapted and control rats, in vivo incorporation of 3H2O and [14C]glucose into BAT glyceride-glycerol was much higher than into FA. It could be estimated that most of the glycerol synthetized was used to esterify preformed FA. Glycerol synthesis from nonglucose sources (glyceroneogenesis) was increased in BAT from HP rats, as evidenced by an increased capacity of tissue fragments to incorporate [1-14C]pyruvate into glycerol and by a fourfold increase in the activity of phosphoenolpyruvate carboxykinase activity, a key glyceroneogenic enzyme. The data suggest that high rates of glyceroneogenesis and of esterification of preformed FA in BAT from HP-adapted rats are essential for preservation of tissue lipid stores, necessary for heat generation when BAT is recruited in nonshivering thermogenesis."
"Coelho R., Dos Santos P.G., Mafra M.R., Cardozo-Filho L., Corazza M.L.","(Vapor + liquid) equilibrium for the binary systems {water + glycerol} and {ethanol + glycerol, ethyl stearate, and ethyl palmitate} at low pressures",2011,"Journal of Chemical Thermodynamics",33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855710243&doi=10.1016%2fj.jct.2011.06.016&partnerID=40&md5=e7cbc78e7f08f17772530afee3d09281","Department of Chemical Engineering, Federal University of Paraná, CEP 81531-990, Curitiba, Brazil; Department of Chemical Engineering, Maringá State University (UEM), Av. Colombo 5790, 87020-900 Maringá, Brazil","Coelho, R., Department of Chemical Engineering, Federal University of Paraná, CEP 81531-990, Curitiba, Brazil; Dos Santos, P.G., Department of Chemical Engineering, Federal University of Paraná, CEP 81531-990, Curitiba, Brazil; Mafra, M.R., Department of Chemical Engineering, Federal University of Paraná, CEP 81531-990, Curitiba, Brazil; Cardozo-Filho, L., Department of Chemical Engineering, Maringá State University (UEM), Av. Colombo 5790, 87020-900 Maringá, Brazil; Corazza, M.L., Department of Chemical Engineering, Federal University of Paraná, CEP 81531-990, Curitiba, Brazil","This work reports the experimental measurements {(vapor + liquid) equilibrium} for the systems {water(1) + glycerol(2)}, {ethanol(1) + glycerol(2)}, {ethanol(1) + ethyl stearate(2)}, and {ethanol(1) + ethyl palmitate(2)}. Boiling temperatures were measured using an Othmer-type ebulliometer over a pressure range of 14 kPa to 96 kPa. The experimental data were well correlated using the NRTL and UNIQUAC models. The performance of the UNIFAC-Dortmund model in relation to predicting the phase equilibrium of the systems was also studied. © 2011 Elsevier Ltd. All rights reserved."
"Fakhouri F.M., Costa D., Yamashita F., Martelli S.M., Jesus R.C., Alganer K., Collares-Queiroz F.P., Innocentini-Mei L.H.","Comparative study of processing methods for starch/gelatin films",2013,"Carbohydrate Polymers",31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877578610&doi=10.1016%2fj.carbpol.2013.03.027&partnerID=40&md5=6869afa91cc98d0a298a4ff1cfa93820","School of Chemical Engineering, Department of Polymer Technology, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil; Federal Institute of Education, Science and Technology, IFMT Campus Bela Vista, 78050-000 Cuiabá, MT, Brazil; Department of Food Science and Technology, State University of Londrina, UEL, 86051-990 Londrina, PR, Brazil; Faculty of Engineering, Federal University of Grande Dourados, UFGD, 79804-070 Dourados, MS, Brazil; School of Chemical Engineering, Department of Thermo-fluid Dynamics, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil","Fakhouri, F.M., School of Chemical Engineering, Department of Polymer Technology, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil, Department of Food Science and Technology, State University of Londrina, UEL, 86051-990 Londrina, PR, Brazil; Costa, D., Federal Institute of Education, Science and Technology, IFMT Campus Bela Vista, 78050-000 Cuiabá, MT, Brazil; Yamashita, F., Department of Food Science and Technology, State University of Londrina, UEL, 86051-990 Londrina, PR, Brazil; Martelli, S.M., Faculty of Engineering, Federal University of Grande Dourados, UFGD, 79804-070 Dourados, MS, Brazil; Jesus, R.C., School of Chemical Engineering, Department of Polymer Technology, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil; Alganer, K., School of Chemical Engineering, Department of Polymer Technology, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil; Collares-Queiroz, F.P., School of Chemical Engineering, Department of Thermo-fluid Dynamics, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil; Innocentini-Mei, L.H., School of Chemical Engineering, Department of Thermo-fluid Dynamics, State University of Campinas, P.O. Box 6066, 13083-970 Campinas, SP, Brazil","In this work, the influence of processing methods on the properties of starch/gelatin films plasticized with glycerol and sorbitol is reported. Four different processing techniques: casting; pressing; pressing followed by blowing and extrusion followed by blowing were evaluated. Bioplastics prepared by casting were homogeneous and transparent with lower opacity and water vapor permeability (WVP) values when compared to films prepared by other techniques. Among the cast films studied, those with 3% lipophilic starch, in 1:1 proportions and plasticized with sorbitol, showed lower WVP values and higher tensile strength (TS). Films obtained by pressing and blowing showed little expansion during blow, had cracks in the surface, low TS and higher WVP. These films were the only samples to show crystallinity as determined by thermal analysis and X-ray diffraction. In conclusion, different processing techniques have significantly affected the properties of these films. Crown Copyright © 2013 Published by Elsevier Ltd. All rights reserved."
"Brandelero R.P.H., Grossmann M.V.E., Yamashita F.","Effect of the method of production of the blends on mechanical and structural properties of biodegradable starch films produced by blown extrusion",2011,"Carbohydrate Polymers",30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961022685&doi=10.1016%2fj.carbpol.2011.06.045&partnerID=40&md5=9faf230428f9c7170219e87581f1b5b3","Department of Food Science and Technology, Universidade Estadual de Londrina, Rodovia Celso Garcia Cid (PR 445), Km 380, CEP 86051-990 Londrina, PR, Brazil","Brandelero, R.P.H., Department of Food Science and Technology, Universidade Estadual de Londrina, Rodovia Celso Garcia Cid (PR 445), Km 380, CEP 86051-990 Londrina, PR, Brazil; Grossmann, M.V.E., Department of Food Science and Technology, Universidade Estadual de Londrina, Rodovia Celso Garcia Cid (PR 445), Km 380, CEP 86051-990 Londrina, PR, Brazil; Yamashita, F., Department of Food Science and Technology, Universidade Estadual de Londrina, Rodovia Celso Garcia Cid (PR 445), Km 380, CEP 86051-990 Londrina, PR, Brazil","Biodegradable starch films can be produced by blown extrusion, but it is necessary to add a plasticizer, e.g., glycerol, to decrease the rigidity and blend with other biodegradable polymers, such as poly (butylene adipate co-terephthalate) (PBAT) because films with only starch and glycerol are fragile. A method for producing these films is to produce pellets of thermoplastic starch (starch + glycerol) and extrude them again along with PBAT pellets (M1) or extrude the starch granules with PBAT and glycerol pellets (M2), reducing the processing cost. The objective of this work was to evaluate the effect of the method of producing PBAT + starch blends (M1 and M2) on the mechanical, structural, and micro-structural barrier to water vapor of biodegradable films produced by blown extrusion. Films with a higher amount of starch had characteristics similar to those of films with lower concentrations when the blends were prepared by the method M2, probably due to the increased contact area of the starch granules compared to pellets of TPS, allowing greater interaction between starch and PBAT. The method M1 resulted in films with better mechanical properties when the concentration of PBAT was equal to 50%. With increasing concentration of starch (>50%), blends can be prepared with the method M2 (starch granules) in a single extrusion phase without loss of mechanical properties, which can result in lower production cost. © 2011 Elsevier Ltd. All rights reserved."
"Freitas L., Paula A.V., dos Santos J.C., Zanin G.M., de Castro H.F.","Enzymatic synthesis of monoglycerides by esterification reaction using Penicillium camembertii lipase immobilized on epoxy SiO2-PVA composite",2010,"Journal of Molecular Catalysis B: Enzymatic",30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952583740&doi=10.1016%2fj.molcatb.2009.12.009&partnerID=40&md5=adee47293314ada370a5b04cb4cdf32b","Engineering School of Lorena, University of São Paulo, PO Box 116, 12602-810 Lorena, São Paulo, Brazil; State University of Maringa, Department of Chemical Engineering, Av. Colombo 5790, E-46, 87020-900 Maringa, PR, Brazil","Freitas, L., Engineering School of Lorena, University of São Paulo, PO Box 116, 12602-810 Lorena, São Paulo, Brazil; Paula, A.V., Engineering School of Lorena, University of São Paulo, PO Box 116, 12602-810 Lorena, São Paulo, Brazil; dos Santos, J.C., Engineering School of Lorena, University of São Paulo, PO Box 116, 12602-810 Lorena, São Paulo, Brazil; Zanin, G.M., State University of Maringa, Department of Chemical Engineering, Av. Colombo 5790, E-46, 87020-900 Maringa, PR, Brazil; de Castro, H.F., Engineering School of Lorena, University of São Paulo, PO Box 116, 12602-810 Lorena, São Paulo, Brazil","Glycerol-fatty acid esterification has been conducted with lipase from Penicillium camembertii lipase immobilized on epoxy SiO2-PVA in solvent-free media, with the major product being 1-monoglyceride, a useful food emulsifier. For a given set of initial conditions, the influence of reaction was measured in terms of product formation and selectivity using different fatty acids as acyl donors. Results were found to be relatively dependent of the chain length of the fatty acids, showing high specificity for both myristic and palmytic acids attaining final mixture that fulfills the requirements established by the World Health Organization to be used as food emulsifiers. © 2010 Elsevier B.V. All rights reserved."
"Tavares C.R.G., Sant'anna Jr. G.L., Capdeville B.","The effect of air superficial velocity on biofilm accumulation in a three-phase fluidized-bed reactor",1995,"Water Research",30,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029379895&doi=10.1016%2f0043-1354%2895%2900043-K&partnerID=40&md5=2a194da731b07bc30e61f0d27b13adc5","Departamento de Engenharia Química, Universidade Estadual de Maringá, P.O. Box 68502, CEP 21945-907 Rio de Janeiro, Brazil; COPPE/Universidade Federal do Rio de Janeiro, P.O. Box 68502, CEP 21945-907 Rio de Janeiro, Brazil; URTB-Département de Génie des Procédés Industriels, INSA de Toulouse, France","Tavares, C.R.G., Departamento de Engenharia Química, Universidade Estadual de Maringá, P.O. Box 68502, CEP 21945-907 Rio de Janeiro, Brazil; Sant'anna Jr., G.L., COPPE/Universidade Federal do Rio de Janeiro, P.O. Box 68502, CEP 21945-907 Rio de Janeiro, Brazil; Capdeville, B., URTB-Département de Génie des Procédés Industriels, INSA de Toulouse, France","The aim of this investigation was to evaluate the effect of air superficial velocity (UG) on biofilm growth in an aerobic three-phase fluidized-bed reactor. Spherical shape polymer particles (2.7 mm diameter and density of 1180 kg·m-3) were used as support material. The reactor influent was a synthetic wastewater, mainly composed of glucose, glycerine and meat extract (COD of about 180 mg·l-1) and reactor operation was carried out at an organic load of about 8 kg COD·m-3·d-1. The results indicate that biofilm accumulation decreases when gas superficial velocity increases in the range of 0-20 m·h-1. However, COD removal efficiencies were practically independent of UG, whereas biofilm characteristics were significantly affected by air superficial velocity. © 1995."
"De Souza H.M., Borba-Murad G.R., Ceddia R.B., Curi R., Vardanega-Peicher M., Bazotte R.B.","Rat liver responsiveness to gluconeogenic substrates during insulin-induced hypoglycemia",2001,"Brazilian Journal of Medical and Biological Research",29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034953863&partnerID=40&md5=8349d161eb483b6a06c02c67f215a9e8","Depto. de Cie. Fisiológicas, Universidade Estadual de Londrina, Londrina, PR, Brazil; Depto. de Educ. Física, Universidade Federal Fluminense, Niterói, RJ, Brazil; Depto. de Fisiol. e Biofísica, Universidade de São Paulo, São Paulo, SP, Brazil; Depto. de Farmacia e Farmacol., Univ. Estadual de Maringá, Maringá, PR, Brazil; Depto. de Farmacia e Farmacol., UEM, 87020-900 Maringá, PR, Brazil","De Souza, H.M., Depto. de Cie. Fisiológicas, Universidade Estadual de Londrina, Londrina, PR, Brazil; Borba-Murad, G.R., Depto. de Cie. Fisiológicas, Universidade Estadual de Londrina, Londrina, PR, Brazil; Ceddia, R.B., Depto. de Educ. Física, Universidade Federal Fluminense, Niterói, RJ, Brazil; Curi, R., Depto. de Fisiol. e Biofísica, Universidade de São Paulo, São Paulo, SP, Brazil; Vardanega-Peicher, M., Depto. de Farmacia e Farmacol., Univ. Estadual de Maringá, Maringá, PR, Brazil; Bazotte, R.B., Depto. de Farmacia e Farmacol., Univ. Estadual de Maringá, Maringá, PR, Brazil, Depto. de Farmacia e Farmacol., UEM, 87020-900 Maringá, PR, Brazil","Hepatic responsiveness to gluconeogenic substrates during insulin-induced hypoglycemia was investigated. For this purpose, livers were peffused with a saturating concentration of 2 mM glycerol, 5 mM L-alanine or 5 mM L-glutamine as gluconeogenic substrates. All experiments were performed 1 h after an ip injection of saline (CN group) or 1 IU/kg of insulin (IN group). The IN group showed higher (P<0.05) hepatic glucose production from glycerol, L-alanine and L-glutamine and higher (P<0.05) production of L-lactate, pyruvate and urea from L-alanine and L-glutamine. In addition, ip injection of 100 mg/kg glycerol, L-alanine and L-glutamine promoted glucose recovery. The results indicate that the hepatic capacity to produce glucose from gluconeogenic precursors was increased during insulin-induced hypoglycemia."
"Copetti M.V., Iamanaka B.T., Pereira J.L., Fungaro M.H., Taniwaki M.H.","Aflatoxigenic fungi and aflatoxin in cocoa",2011,"International Journal of Food Microbiology",28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959494159&doi=10.1016%2fj.ijfoodmicro.2011.05.020&partnerID=40&md5=93fab5ca41294d204fcf4fdce662a6bd","Universidade Federal de Santa Maria (UFSM), Depto. de Tecnologia e Ciência de Alimentos, CEP 97105, 900, Santa Maria/RS, Brazil; Instituto de Tecnologia de Alimentos (ITAL), C.P. 139, CEP 13070-178, Campinas/SP, Brazil; Universidade Estadual de Campinas (UNICAMP), Departamento de Ciência de Alimentos, C.P. 6121, CEP 13083-862, Campinas/SP, Brazil; Universidade Estadual de Londrina (UEL), Centro de Ciências Biológicas, C.P. 6001, CEP 86051-990, Londrina/PR, Brazil","Copetti, M.V., Universidade Federal de Santa Maria (UFSM), Depto. de Tecnologia e Ciência de Alimentos, CEP 97105, 900, Santa Maria/RS, Brazil; Iamanaka, B.T., Instituto de Tecnologia de Alimentos (ITAL), C.P. 139, CEP 13070-178, Campinas/SP, Brazil; Pereira, J.L., Universidade Estadual de Campinas (UNICAMP), Departamento de Ciência de Alimentos, C.P. 6121, CEP 13083-862, Campinas/SP, Brazil; Fungaro, M.H., Universidade Estadual de Londrina (UEL), Centro de Ciências Biológicas, C.P. 6001, CEP 86051-990, Londrina/PR, Brazil; Taniwaki, M.H., Instituto de Tecnologia de Alimentos (ITAL), C.P. 139, CEP 13070-178, Campinas/SP, Brazil","This paper reports the occurrence of aflatoxigenic fungi and the presence of aflatoxins in 226 cocoa samples collected on Brazilian farms. The samples were taken at various stages of fermentation, drying and storage. A total of 819 potentially aflatoxigenic fungi were isolated using Dichloran 18% Glycerol agar after surface disinfection, and identified by standard techniques. The ability of the fungi to produce aflatoxins was determined using the agar plug technique and TLC. The presence of aflatoxins in cocoa samples was determined by HPLC using post-column derivatization with bromide after immunoaffinity column clean up. The aflatoxigenic fungi isolated were Aspergillus flavus, A. parasiticus and A. nomius. A considerable increase in numbers of these species was observed during drying and storage. In spite of the high prevalence of aflatoxigenic fungi, only low levels of aflatoxin were found in the cocoa samples, suggesting the existence of limiting factors to the accumulation of aflatoxins in the beans. © 2011 Elsevier B.V."
