Authors,Title,Year,Source title,Cited by,Link,Affiliations,Authors with affiliations,Abstract
"Valdez-Jasso D., Haider M.A., Banks H.T., Santana D.B., Germán Y.Z., Armentano R.L., Olufsen M.S.",Analysis of viscoelastic wall properties in ovine arteries,2009,IEEE Transactions on Biomedical Engineering,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-63849101118&doi=10.1109%2fTBME.2008.2003093&partnerID=40&md5=980d0e8f33f396bd81b1ed4c6ffa7b57,"Department of Mathematics, North Carolina State University, Raleigh, NC 27695, United States; Department of Physiology, School of Medicine, Universidad de la Republica, Montevideo PC 11800, Uruguay","Valdez-Jasso, D., Department of Mathematics, North Carolina State University, Raleigh, NC 27695, United States; Haider, M.A., Department of Mathematics, North Carolina State University, Raleigh, NC 27695, United States; Banks, H.T., Department of Mathematics, North Carolina State University, Raleigh, NC 27695, United States; Santana, D.B., Department of Physiology, School of Medicine, Universidad de la Republica, Montevideo PC 11800, Uruguay; Germán, Y.Z., Department of Physiology, School of Medicine, Universidad de la Republica, Montevideo PC 11800, Uruguay; Armentano, R.L., Department of Physiology, School of Medicine, Universidad de la Republica, Montevideo PC 11800, Uruguay; Olufsen, M.S., Department of Mathematics, North Carolina State University, Raleigh, NC 27695, United States","In this paper, we analyze how elastic and viscoelastic properties differ across seven locations along the large arteries in 11 sheep. We employ a two-parameter elastic model and a four-parameter Kelvin viscoelastic model to analyze experimental measurements of vessel diameter and blood pressure obtained in vitro at conditions mimicking in vivo dynamics. Elastic and viscoelastic wall properties were assessed via solutions to the associated inverse problem. We use sensitivity analysis to rank the model parameters from the most to the least sensitive, as well as to compute standard errors and confidence intervals. Results reveal that elastic properties in both models (including Young's modulus and the viscoelastic relaxation parameters) vary across locations (smaller arteries are stiffer than larger arteries). We also show that for all locations, the inclusion of viscoelastic behavior is important to capture pressurearea dynamics. © 2006 IEEE."
"Carballo G.F., Fieguth P.W.",Probabilistic cost functions for network flow phase unwrapping,2000,IEEE Transactions on Geoscience and Remote Sensing,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034271741&doi=10.1109%2f36.868877&partnerID=40&md5=c09a3dd9638df679c329e056000ff751,"Facultidad Ingeniería, Centre de Cálcule, Universidad de la Republica, Montevideo, Uruguay; University of Waterloo, Waterloo, ON N2L 3G1, Canada","Carballo, G.F., Facultidad Ingeniería, Centre de Cálcule, Universidad de la Republica, Montevideo, Uruguay; Fieguth, P.W., University of Waterloo, Waterloo, ON N2L 3G1, Canada","The well-studied Interferometric synthetic aperture radar (InSAR) problem for digital elevation map generation involves the derivation of topography from radar phase. The topography is a function of the full phase, whereas the measured phase is known modulo 2 π, necessitating the process of recovering full phase values via phase unwrapping. This mathematical process becomes difficult through the presence of noise and phase discontinuities. Our research is motivated by recent research that models phase unwrapping as a network flow minimization problem. The cost function to be optimized is a weighted L1-norm of the phase discontinuities. Determining these cost weights is critical, yet past work in the literature does not reflect the statistics of the unwrapping problem. The purpose of this paper is to propose a new method to compute the flow weights from a theoretical foundation. Specifically, we formulate phase unwrapping as a maximum likelihood (ML) estimation problem, which we mathematically rewrite as a network flow problem with a specific choice of weights. The approach is based on estimating the probability of phase discontinuities, which can be derived as a function of coherence and topographic slope from the known statistical properties of SAR phase."
Denis P.A.,Concentration dependence of the band gaps of phosphorus and sulfur doped graphene,2013,Computational Materials Science,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867043678&doi=10.1016%2fj.commatsci.2012.08.041&partnerID=40&md5=e5f202eaf41fa19535b8a5955d9d87af,"Computational Nanotechnology, DETEMA, UDELAR, CC 1157, Montevideo 11800, Uruguay","Denis, P.A., Computational Nanotechnology, DETEMA, UDELAR, CC 1157, Montevideo 11800, Uruguay","First principle calculations were applied to study the electronic properties of S and P-doped graphene. In particular, the PBE and HSE06 density functionals were utilized. The comparison of the band gaps obtained with both functionals indicated that the band gaps at the PBE level are only slightly smaller than those obtained with HSE06. Specifically, the deviation variation was much smaller than that observed for carbon nanotubes or graphane. Phosphorus doping is somewhat more effective in opening larger optical gaps. The latter decreases very fast, upon lowering of dopant concentration. In the case of S-doping, for a doping concentration smaller than 0.5 at.%, the gaps are close to 0.1-0.2 eV, making the material not too attractive to develop graphene based electronics. However, for phosphorus doping, a dopant concentration of 0.5% is still useful as band gaps close to 0.3-0.4 eV are expected. Further work must be devoted to obtain larger band gaps by doping graphene with heteroatoms, which are necessary to develop graphene based electronics. © 2011 Elsevier B.V. All rights reserved."
"Gravati M., Valle M., Ferri G., Guerrini N., Reyes L.",A novel current-mode very low power analog CMOS four quadrant multiplier,2005,Proceedings of ESSCIRC 2005: 31st European Solid-State Circuits Conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749164914&doi=10.1109%2fESSCIR.2005.1541668&partnerID=40&md5=e0fdd070494a43365928eeccec71759d,"DIBE, University of Genova, Via All'Opera Pia 1 I/A, 116145 Genova, Italy; DIE, Università dell'Aquila, Monteluco di Roio, 167040 L'Aquila, Italy; Instituto de Ingenieria Electrica, Facultad de Ingenieria, Universidad de la Republica, Montevideo, Uruguay","Gravati, M., DIBE, University of Genova, Via All'Opera Pia 1 I/A, 116145 Genova, Italy; Valle, M., DIBE, University of Genova, Via All'Opera Pia 1 I/A, 116145 Genova, Italy; Ferri, G., DIE, Università dell'Aquila, Monteluco di Roio, 167040 L'Aquila, Italy; Guerrini, N., DIE, Università dell'Aquila, Monteluco di Roio, 167040 L'Aquila, Italy; Reyes, L., Instituto de Ingenieria Electrica, Facultad de Ingenieria, Universidad de la Republica, Montevideo, Uruguay","In this paper, a novel current mode CMOS four-quadrant analog multiplier circuit is presented. The multiplication is implemented by four translinear loops with MOS transistors operating in weak inversion. Information carrying signals are differential balanced currents. The multiplier circuit has been implemented in a test chip in a standard 0.35 μm CMOS technology. The experimental measurements (dc bias current of 250 nA and a power supply of 2.0 V) show a bandwidth of 200 kHz and a THD figure value lower than 0.9 %. The multiplier features a wide signal dynamic range and linearity, low power consumption (the maximum power consumption is of 5.5·10-6 W) and very low area (18.7 10-3 mm2). The multiplier is suitable for a wide range of analog signal processing applications. Due to the low power and silicon area consumption, scalability and modularity can be also easily integrated in massive parallel systems. © 2005 IEEE."
"Partridge P.W., Sensale B.",Method of fundamental solutions with dual reciprocity for diffusion and diffusion-convection using subdomains,2000,Engineering Analysis with Boundary Elements,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034297885&doi=10.1016%2fS0955-7997%2800%2900043-6&partnerID=40&md5=3043a5536837a65ddee1b02a82fec525,"Dept. Eng. Civil - FT, Univ. Brasilia, Camp. - Asa N., Brasilia, Brazil; Inst. de Estructuras Y Transporte, Fac. de Ing., Univ. de la Republica, Montevideo, Uruguay","Partridge, P.W., Dept. Eng. Civil - FT, Univ. Brasilia, Camp. - Asa N., Brasilia, Brazil; Sensale, B., Inst. de Estructuras Y Transporte, Fac. de Ing., Univ. de la Republica, Montevideo, Uruguay","The method of fundamental solutions (MFS), first proposed in the 1960s, has recently reappeared in the literature and solutions of an extraordinary accuracy have been reported using relatively few data points. The method requires no mesh and therefore no integration, and has been recently combined with dual reciprocity method (DRM) for treating inhomogeneous terms. The objective of this paper is the combination of the two methods for treating convective terms which are derivatives of the problem variable. First the formulation of the methods for mixed Neumann-Dirichlet boundary conditions is considered, as both these types of boundary condition are necessary for this type of problem. Next a formulation for the usual Crank-Nickleson and Galerkin time-stepping procedures is obtained for both diffusion and diffusion-convection and the use of the subdomain technique with MFS is considered. Finally results obtained for some test problems are presented including a diffusion convection problem with variable velocity using both a single domain and a division into subregions, the convective terms being modeled using DRM. Results are compared with exact solutions and in some cases with DRBEM examples from the literature."
"Ares G., Varela P., Rado G., Giménez A.",Are consumer profiling techniques equivalent for some product categories? The case of orange-flavoured powdered drinks,2011,International Journal of Food Science and Technology,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959944002&doi=10.1111%2fj.1365-2621.2011.02657.x&partnerID=40&md5=532b4b5b59a8388df1e6ad0a374ebc2a,"Sección Evaluación Sensorial, Departamento de Ciencia y Tecnología de Alimentos, Facultad de Química, Universidad de la República (UdelaR), General Flores 2124, C.P. 11800, Montevideo, Uruguay; Instituto de Agroquímica y Tecnología de Alimentos (CSIC), Avda. Catedrático Agustín Escardino 7, 46980 Paterna, Valencia, Spain","Ares, G., Sección Evaluación Sensorial, Departamento de Ciencia y Tecnología de Alimentos, Facultad de Química, Universidad de la República (UdelaR), General Flores 2124, C.P. 11800, Montevideo, Uruguay; Varela, P., Instituto de Agroquímica y Tecnología de Alimentos (CSIC), Avda. Catedrático Agustín Escardino 7, 46980 Paterna, Valencia, Spain; Rado, G., Sección Evaluación Sensorial, Departamento de Ciencia y Tecnología de Alimentos, Facultad de Química, Universidad de la República (UdelaR), General Flores 2124, C.P. 11800, Montevideo, Uruguay; Giménez, A., Sección Evaluación Sensorial, Departamento de Ciencia y Tecnología de Alimentos, Facultad de Química, Universidad de la República (UdelaR), General Flores 2124, C.P. 11800, Montevideo, Uruguay","Taking into account consumers' perception in new product development has been regarded as a key strategy to developing more successful food products. In this context, consumer profiling techniques have increased their popularity in the last decade. The aim of the present work was to compare four consumer profiling techniques (sorting, projective mapping, intensity scales and check-all-that-apply questions) in orange-flavoured powdered juice drinks. A consumer study was carried out with 200 regular consumers of the category, which were divided into four groups. Each group used a different methodology to evaluate seven commercial powdered drinks. After completing the task consumers were asked to rate its difficulty on a nine-point hedonic scale. Results showed that the four evaluated methodologies were able to identify differences in consumers' perception of the sensory characteristics of the drinks, providing similar information. However, the application of CATA questions and intensity scales was regarded as easier for consumers. Advantages and disadvantages of the evaluated methodologies are discussed. © 2011 The Authors. International Journal of Food Science and Technology © 2011 Institute of Food Science and Technology."
"Ferreira E.D., Subrahmanian E., Manstetten D.",Intelligent agents in decentralized traffic control,2001,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034779776&partnerID=40&md5=760a9b16da89f850fbb41e512595073b,"Instituto de Ingenieria Electrica, Universidad de la Republica, Montevideo, 11300, Uruguay","Ferreira, E.D., Instituto de Ingenieria Electrica, Universidad de la Republica, Montevideo, 11300, Uruguay; Subrahmanian, E., Instituto de Ingenieria Electrica, Universidad de la Republica, Montevideo, 11300, Uruguay; Manstetten, D., Instituto de Ingenieria Electrica, Universidad de la Republica, Montevideo, 11300, Uruguay","A multi-agent decentralized strategy to control an urban traffic network is presented. Each agent is in charge of managing the signals of an intersection. Local feedback information about an intersection state is obtained using lane sensors to implement an adaptive strategy for each agent. Cooperating behavior between agents is achieved by exchanging information, called ""opinions"", between adjacent agents to influence each other decisions. Results for this architecture are shown on a simulated environment modeling an area of the city of Pittsburgh, PA, and comparisons are made with other methods."
"Liu J., Wisniewski M., Droby S., Vero S., Tian S., Hershkovitz V.",Glycine betaine improves oxidative stress tolerance and biocontrol efficacy of the antagonistic yeast Cystofilobasidium infirmominiatum,2011,International Journal of Food Microbiology,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953066734&doi=10.1016%2fj.ijfoodmicro.2011.02.007&partnerID=40&md5=149805bb2727a0c817bc1f7426517c9f,"U.S. Department of Agriculture, Agricultural Research Service, WV, United States; Agricultural Research Organization (ARO), The Volcani Center, Bet Dagan, Israel; Institute of Botany, Chinese Academy of Sciences, Beijing, China; Institute Cátedra de Microbiología, Facultad de Química, Universidad de la República, Montevideo, Uruguay","Liu, J., U.S. Department of Agriculture, Agricultural Research Service, WV, United States, Institute of Botany, Chinese Academy of Sciences, Beijing, China; Wisniewski, M., U.S. Department of Agriculture, Agricultural Research Service, WV, United States; Droby, S., Agricultural Research Organization (ARO), The Volcani Center, Bet Dagan, Israel; Vero, S., Institute Cátedra de Microbiología, Facultad de Química, Universidad de la República, Montevideo, Uruguay; Tian, S., Institute of Botany, Chinese Academy of Sciences, Beijing, China; Hershkovitz, V., Agricultural Research Organization (ARO), The Volcani Center, Bet Dagan, Israel","The effect of H2O2-induced oxidative stress on the viability of the yeast antagonist, Cystofilobasidium infirmominiatum, as well as the effect of exogenous glycine betaine (GB) on yeast viability under oxidative stress, was determined. GB treatment improved the tolerance of C. infirmominiatum to oxidative stress. Compared to untreated control yeast cells, GB-treated cells showed less accumulation of reactive oxygen species (ROS) and a lower level of protein oxidation in response to oxidative stress. Additionally, GB-treated yeast exhibited greater biocontrol activity against Penicillium expansum and a faster growth in wounds of apple fruits stored at 25°C compared to the performance of untreated yeast. The activities of antioxidant enzymes, including catalase (CAT), superoxide dismutase (SOD) and glutathione peroxidase (GPX) of C. infirmominiatum were elevated by GB treatment. Results indicate that the elicitation of antioxidant response by GB may contribute to improvements in oxidative stress tolerance, population growth in apple wounds, and biocontrol activity of C. infirmominiatum. © 2011."
"Donangelo R., Fort H., Dakos V., Scheffer M., Van Nes E.H.",Early warnings for catastrophic shifts in ecosystems: Comparison between spatial and temporal indicators,2010,International Journal of Bifurcation and Chaos,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951536072&doi=10.1142%2fS0218127410025764&partnerID=40&md5=8d89104747f4e17add87bd0b4d0f53a7,"Instituto de Física, Facultad de Ingeniería, Universidad de la República, Julio Herrera y Reissig 565, 11.300 Montevideo, Uruguay; Instituto de Física, Facultad de Ciencias, Universidad de la República, Iguá 4225, 11.400 Montevideo, Uruguay; Aquatic Ecology and Water Quality Management Group, Wageningen University, PO Box 47, 6700 AA Wageningen, Netherlands","Donangelo, R., Instituto de Física, Facultad de Ingeniería, Universidad de la República, Julio Herrera y Reissig 565, 11.300 Montevideo, Uruguay; Fort, H., Instituto de Física, Facultad de Ciencias, Universidad de la República, Iguá 4225, 11.400 Montevideo, Uruguay; Dakos, V., Aquatic Ecology and Water Quality Management Group, Wageningen University, PO Box 47, 6700 AA Wageningen, Netherlands; Scheffer, M., Aquatic Ecology and Water Quality Management Group, Wageningen University, PO Box 47, 6700 AA Wageningen, Netherlands; Van Nes, E.H., Aquatic Ecology and Water Quality Management Group, Wageningen University, PO Box 47, 6700 AA Wageningen, Netherlands","The task of providing leading indicators of catastrophic regime shifts in ecosystems is fundamental in order to design management protocols for those systems. Here we address the problem of lake eutrophication (that is, nutrient enrichment leading to algal blooms) using a simple spatial lake model. We discuss and compare different spatial and temporal early warning signals announcing the catastrophic transition of an oligotrophic lake to eutrophic conditions. In particular, we consider the spatial variance and its associated patchiness of eutrophic water regions. We found that spatial variance increases as the lake approaches the point of transition to a eutrophic state. We also analyze the spatial and temporal early warnings in terms of the amount of information required by each and their respective forewarning times. From the consideration of different remedial procedures that can be followed after these early signals we conclude that some of these indicators are not early enough to avert the undesired impending shift. © 2010 World Scientific Publishing Company."
"Castilla J.C., Gelcich S., Defeo O.","Successes, Lessons, and Projections from Experience in Marine Benthic Invertebrate Artisanal Fisheries in Chile",2007,Fisheries Management: Progress Towards Sustainability,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889468506&doi=10.1002%2f9780470996072.ch2&partnerID=40&md5=2acfcdf88bea346297c975b70d61d038,"Centro de Estudios Avanzados en Ecología y Biodiversidad, Facultad de Ciencias Biológicas, Pontificia Universidad Católica de Chile, Casilla 114-D, Santiago, Chile; Facultad de Ciencias, Montevideo, Uruguay","Castilla, J.C., Centro de Estudios Avanzados en Ecología y Biodiversidad, Facultad de Ciencias Biológicas, Pontificia Universidad Católica de Chile, Casilla 114-D, Santiago, Chile; Gelcich, S., Centro de Estudios Avanzados en Ecología y Biodiversidad, Facultad de Ciencias Biológicas, Pontificia Universidad Católica de Chile, Casilla 114-D, Santiago, Chile; Defeo, O., Facultad de Ciencias, Montevideo, Uruguay",[No abstract available]
"Arnaud A., Fiorelli R., Galup-Montoro C.","Nanowatt, sub-nS OTAs, with sub-10-mV input offset, using series-parallel current mirrors",2006,IEEE Journal of Solid-State Circuits,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748348647&doi=10.1109%2fJSSC.2006.880606&partnerID=40&md5=b3a9af101eb7ca374bbc1b5431a424a3,"IEEE, Uruguay; Universidad de la República, Uruguay; Electrical Engineering Department, Catholic University, CP11600, Montevideo, Uruguay; Universidad de la República, CP11300, Montevideo, Uruguay; Electrical Engineering Department, Federal University of Santa Catarina, Florianopolis, SC 88040-900, Brazil","Arnaud, A., IEEE, Uruguay, Universidad de la República, Uruguay, Electrical Engineering Department, Catholic University, CP11600, Montevideo, Uruguay; Fiorelli, R., IEEE, Uruguay, Universidad de la República, CP11300, Montevideo, Uruguay; Galup-Montoro, C., IEEE, Uruguay, Electrical Engineering Department, Federal University of Santa Catarina, Florianopolis, SC 88040-900, Brazil","In this paper, series-parallel (SP) current-division will be employed for the design of very low transconductance OTAs. From the theory and measurements, it will be shown that SP mirrors allow the division of currents with division factors of thousands, without reducing matching or noise performance. SP mirrors will be applied to the design of OTAs ranging from 33 pS to a few nS, with up to 1 V linear range, consuming in the order of 100 nW, and with a reduced area. An integrated 3.3-s time-constant integrator will also be presented. Several design concerns will be studied: linearity, offset, noise, and leakages, as well as layout techniques. A final comparative analysis concludes that SP association of transistors allows the design of very efficient transconductors, for demanding applications in the field of implantable electronics, among others. © 2006 IEEE."
"Medina K., Boido E., Dellacassa E., Carrau F.",Growth of non-Saccharomyces yeasts affects nutrient availability for Saccharomyces cerevisiae during wine fermentation,2012,International Journal of Food Microbiology,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862849629&doi=10.1016%2fj.ijfoodmicro.2012.05.012&partnerID=40&md5=1017b5ea65404ddfa79ca97754e9d2f6,"Sección Enología, Departamento de Alimentos, Facultad de Química, Universidad de la República, Montevideo, 11800, Uruguay; Cátedra de Farmacognosia y Productos Naturales, Departamento de Química Orgánica, Facultad de Química, Universidad de la República, Montevideo, 11800, Uruguay","Medina, K., Sección Enología, Departamento de Alimentos, Facultad de Química, Universidad de la República, Montevideo, 11800, Uruguay; Boido, E., Sección Enología, Departamento de Alimentos, Facultad de Química, Universidad de la República, Montevideo, 11800, Uruguay; Dellacassa, E., Cátedra de Farmacognosia y Productos Naturales, Departamento de Química Orgánica, Facultad de Química, Universidad de la República, Montevideo, 11800, Uruguay; Carrau, F., Sección Enología, Departamento de Alimentos, Facultad de Química, Universidad de la República, Montevideo, 11800, Uruguay","Yeast produces numerous secondary metabolites during fermentation that impact final wine quality. Although it is widely recognized that growth of diverse non-. Saccharomyces (NS) yeast can positively affect flavor complexity during . Saccharomyces cerevisiae wine fermentation, the inability to control spontaneous or co-fermentation processes by NS yeast has restricted their use in winemaking. We selected two NS yeasts from our Uruguayan native collection to study NS-. S. cerevisiae interactions during wine fermentation. The selected strains of . Hanseniaspora vineae and . Metschnikowia pulcherrima had different yeast assimilable nitrogen consumption profiles and had different effects on . S. cerevisiae fermentation and growth kinetics. Studies in which we varied inoculum size and using either simultaneous or sequential inoculation of NS yeast and . S. cerevisiae suggested that competition for nutrients had a significant effect on fermentation kinetics. Sluggish fermentations were more pronounced when . S. cerevisiae was inoculated 24. h after the initial stage of fermentation with a NS strain compared to co-inoculation. Monitoring strain populations using differential WL nutrient agar medium and fermentation kinetics of mixed cultures allowed for a better understanding of strain interactions and nutrient addition effects. Limitation of nutrient availability for . S. cerevisiae was shown to result in stuck fermentations as well as to reduce sensory desirability of the resulting wine. Addition of diammonium phosphate (DAP) and a vitamin mix to a defined medium allowed for a comparison of nutrient competition between strains. Addition of DAP and the vitamin mix was most effective in preventing stuck fermentations. © 2012 Elsevier B.V."
"Almansa A., Ballester C., Caselles V., Haro G.",A TV based restoration model with local constraints,2008,Journal of Scientific Computing,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849161427&doi=10.1007%2fs10915-007-9160-x&partnerID=40&md5=78c667a206ac27f6ed2c9ae798c7d415,"InCo, Facultad de Ingeniería, Universidad de la República, Julio Herrera y Reissig 565, 11300 Montevideo, Uruguay; Departament Tecnologia, Universitat Pompeu Fabra, Passeig de Circumvalació, 8, 08003 Barcelona, Spain; Institute for Mathematics and Its Applications, University of Minnesota, 400 Lind Hall, 207 Church Street S.E., Minneapolis, MN 55455, United States","Almansa, A., InCo, Facultad de Ingeniería, Universidad de la República, Julio Herrera y Reissig 565, 11300 Montevideo, Uruguay; Ballester, C., Departament Tecnologia, Universitat Pompeu Fabra, Passeig de Circumvalació, 8, 08003 Barcelona, Spain; Caselles, V., Departament Tecnologia, Universitat Pompeu Fabra, Passeig de Circumvalació, 8, 08003 Barcelona, Spain; Haro, G., Institute for Mathematics and Its Applications, University of Minnesota, 400 Lind Hall, 207 Church Street S.E., Minneapolis, MN 55455, United States","We propose in this paper a total variation based restoration model which incorporates the image acquisition model z=h*U+n (where z represents the observed sampled image, U is the ideal undistorted image, h denotes the blurring kernel and n is a white Gaussian noise) as a set of local constraints. These constraints, one for each pixel of the image, express the fact that the variance of the noise can be estimated from the residuals z-h*U if we use a neighborhood of each pixel. This is motivated by the fact that the usual inclusion of the image acquisition model as a single constraint expressing a bound for the variance of the noise does not give satisfactory results if we wish to simultaneously recover textured regions and obtain a good denoising of the image. We use Uzawa's algorithm to minimize the total variation subject to the proposed family of local constraints and we display some experiments using this model. © 2007 Springer Science+Business Media, LLC."
"Bojorge C.D., Cánepa H.R., Gilabert U.E., Silva D., Dalchiele E.A., Marotti R.E.",Synthesis and optical characterization of ZnO and ZnO:Al nanocrystalline films obtained by the sol-gel dip-coating process,2007,Journal of Materials Science: Materials in Electronics,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548157222&doi=10.1007%2fs10854-007-9274-9&partnerID=40&md5=250623bd2e8703dda1c9b938297a16f5,"REPSOL-YPF, CITEFA, CINSO, Juan B. de La Salle 4397, 1603 Villa Martelli, Buenos Aires, Argentina; CONICET-CITEFA, CINSO, Juan B. de La Salle 4397, 1603 Villa Martelli, Buenos Aires, Argentina; SEGEMAR, INTEMIN, Parque Tecnológico Migueletes, Av Gral. Paz, 1650 San Martin, Buenos Aires, Argentina; Instituto de Física, Facultad de Ingeniería, Universidad de la República, Julio Herrera y Reissig 565, 11000 Montevideo, Uruguay","Bojorge, C.D., REPSOL-YPF, CITEFA, CINSO, Juan B. de La Salle 4397, 1603 Villa Martelli, Buenos Aires, Argentina; Cánepa, H.R., CONICET-CITEFA, CINSO, Juan B. de La Salle 4397, 1603 Villa Martelli, Buenos Aires, Argentina; Gilabert, U.E., SEGEMAR, INTEMIN, Parque Tecnológico Migueletes, Av Gral. Paz, 1650 San Martin, Buenos Aires, Argentina; Silva, D., Instituto de Física, Facultad de Ingeniería, Universidad de la República, Julio Herrera y Reissig 565, 11000 Montevideo, Uruguay; Dalchiele, E.A., Instituto de Física, Facultad de Ingeniería, Universidad de la República, Julio Herrera y Reissig 565, 11000 Montevideo, Uruguay; Marotti, R.E., Instituto de Física, Facultad de Ingeniería, Universidad de la República, Julio Herrera y Reissig 565, 11000 Montevideo, Uruguay","Zinc oxide is obtained by the sol-gel process. The precursor solution was deposited on quartz substrates by dip-coating. The as-deposited films are transformed into nanocrystalline pure or aluminium-doped ZnO after thermal treatment. The microstructure was studied by X-ray diffraction and the nanocrystallite size was estimated using Scherrer equation. The optical transmittance in the visible region is between 83 and 91%. A direct absorption edge is observed with bandgap energies between 3.27 and 3.31 eV for the undoped samples, and between 3.30 and 3.35 eV for the Al doped ZnO. These values correlate well with the nanocrystal sizes following two different laws for the undoped and doped samples, due to Moss-Burstein shift. The visible transmittance also increases for higher bandgap energies. The UV transmittance is greater than 50% due to the small thickness of the films, which for the undoped samples is proportional to the number of layers. © Springer Science+Business Media, LLC 2007."
"Arnaud A., Galup-Montoro C.",Consistent noise models for analysis and design of CMOS circuits,2004,IEEE Transactions on Circuits and Systems I: Regular Papers,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7444262094&doi=10.1109%2fTCSI.2004.835028&partnerID=40&md5=a44ffd340c2e5dce71387127248554fc,"Microelectronics Group, Facultad de Ingeniería, Universidad de la República, Montevideo, CP 11300, Uruguay; Integrated Circuits Laboratory, Electrical Engineering Department, Universidade Fed. de Santa Catarina, Florianópolis 88040-900, Brazil","Arnaud, A., Microelectronics Group, Facultad de Ingeniería, Universidad de la República, Montevideo, CP 11300, Uruguay; Galup-Montoro, C., Integrated Circuits Laboratory, Electrical Engineering Department, Universidade Fed. de Santa Catarina, Florianópolis 88040-900, Brazil","Simple, physics-based MOSFET noise models, valid over the linear, saturation, and subthreshold operation regions are presented. The consistency of the models representing series-parallel associations of transistors is verified. Simple formulas for hand analysis using the inversion level concept are developed. The proportionality between the flicker noise corner frequency and the transistor transition frequency is proved and experimentally verified under wide bias conditions. Application of the noise models to a low-noise design is shown. © 2004 IEEE."
"Iwanczyk J.S., Patt B.E., Tull C.R., MacDonald L.R., Skinner N., Hoffman E.J., Fornaro L.",HgI 2 polycrystalline films for digital X-ray imagers,2002,IEEE Transactions on Nuclear Science,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036464462&doi=10.1109%2fTNS.2002.998745&partnerID=40&md5=574388d04c9dadbfffcd12be66766a2d,"IEEE, United States; Photon Imaging, Inc., Northridge, CA 91324, United States; Division of Nuclear Medicine and Biophysics, UCLA School of Medicine, Los Angeles, CA 90095, United States; University of Uruguay, Montevideo, 11800, Uruguay","Iwanczyk, J.S., IEEE, United States, Photon Imaging, Inc., Northridge, CA 91324, United States; Patt, B.E., IEEE, United States, Photon Imaging, Inc., Northridge, CA 91324, United States; Tull, C.R., IEEE, United States, Photon Imaging, Inc., Northridge, CA 91324, United States; MacDonald, L.R., IEEE, United States, Photon Imaging, Inc., Northridge, CA 91324, United States; Skinner, N., IEEE, United States, Photon Imaging, Inc., Northridge, CA 91324, United States; Hoffman, E.J., IEEE, United States, Division of Nuclear Medicine and Biophysics, UCLA School of Medicine, Los Angeles, CA 90095, United States; Fornaro, L., University of Uruguay, Montevideo, 11800, Uruguay","This paper describes recent results obtained with mercuric iodide (HgI 2) polycrystalline films that we have produced. The ultimate goal of this effort is to develop a new detector technology for digital X-ray imaging based on HgI 2 polycrystalline films coupled to large-area flat-panel amorphous silicon, thin-film transistor-addressed readout arrays. We have employed two approaches for producing the polycrystalline films: 1) thermal evaporation (sublimation) and 2) deposition of films from various solutions. The 50- to 150-μm-thick films were characterized with respect to their electrical properties and in response to ionizing radiation. The leakage current was about 40 pA/cm 2 at an operating bias voltage of ∼50 v. Signals from the HgI 2 polycrystalline detectors, in response to ionizing radiation, compare favorably to the best published results for all high Z polycrystalline films grown elsewhere, including TlBr, PbI 2, and HgI 2."
Slomovitz D.,Electronic error reduction system for clamp-on probes and measuring current transformers,2000,IEEE Transactions on Instrumentation and Measurement,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034469936&doi=10.1109%2f19.893270&partnerID=40&md5=6bb6bf6a09d99fb8733de478ccc0ed15,"IEEE; Facultad de Ingenieria, Universidad de la Republica, Montevideo 11300, Uruguay","Slomovitz, D., IEEE, Facultad de Ingenieria, Universidad de la Republica, Montevideo 11300, Uruguay","An original electronic device for compensating ratio and phase-displacement errors, of measuring current transformers and clamp-on probes, is proposed. It is especially intended for low-frequency applications (power frequency and its harmonic components), where the magnetizing current is the main cause of measuring errors. This system reduces the magnetic flux in the transformer core, reducing in this way the magnetizing current. The proposed system even reduces the influence of the error produced by the variation of the burden connected to the secondary winding. Large values of burden can be used without effects on the transformer measuring errors. This device can be directly applied to conventional current transformers, connecting the device to the secondary terminals. It is not necessary to use any auxiliary winding or auxiliary core, or any modification of those transformers."
